         985	2019-06-10 00:30:10	102	2	1	0
         985	2019-06-10 00:30:11	102	2	1	0
         983	2019-06-10 00:30:15	102	2	1	0
         983	2019-06-10 00:30:16	102	2	1	0
         984	2019-06-10 00:30:20	102	2	1	0
         983	2019-06-10 00:54:45	102	3	1	0
         983	2019-06-10 00:54:46	102	3	1	0
         984	2019-06-10 00:54:52	102	3	1	0
         985	2019-06-10 00:59:29	102	3	1	0
         985	2019-06-10 00:59:30	102	3	1	0
         982	2019-06-10 01:00:02	102	2	1	0
         982	2019-06-10 01:00:04	102	2	1	0
         968	2019-06-10 01:00:06	102	2	1	0
         968	2019-06-10 01:00:07	102	2	1	0
         982	2019-06-10 01:26:28	102	3	1	0
         982	2019-06-10 01:26:32	102	3	1	0
         968	2019-06-10 01:26:37	102	3	1	0
         968	2019-06-10 01:26:40	102	3	1	0
         928	2019-06-10 01:30:03	102	2	1	0
         943	2019-06-10 01:30:08	102	2	1	0
         928	2019-06-10 01:56:01	102	3	1	0
         943	2019-06-10 01:56:31	102	3	1	0
         943	2019-06-10 01:56:32	102	3	1	0
         986	2019-06-10 02:00:07	102	2	1	0
         986	2019-06-10 02:00:09	102	2	1	0
         980	2019-06-10 02:00:12	102	2	1	0
         980	2019-06-10 02:27:13	102	3	1	0
         980	2019-06-10 02:27:15	102	3	1	0
         986	2019-06-10 02:28:08	102	3	1	0
         955	2019-06-10 02:30:02	102	2	1	0
         981	2019-06-10 02:30:07	102	2	1	0
         981	2019-06-10 02:30:08	102	2	1	0
         966	2019-06-10 02:30:15	102	2	1	0
         966	2019-06-10 02:30:16	102	2	1	0
         946	2019-06-10 02:30:19	102	2	1	0
         946	2019-06-10 02:30:20	102	2	1	0
         955	2019-06-10 02:57:18	102	3	1	0
         981	2019-06-10 02:58:25	102	3	1	0
         981	2019-06-10 02:58:26	102	3	1	0
         966	2019-06-10 02:58:37	102	3	1	0
         966	2019-06-10 02:58:38	102	3	1	0
         946	2019-06-10 02:58:45	102	3	1	0
         946	2019-06-10 02:58:47	102	3	1	0
         927	2019-06-10 03:00:06	102	2	1	0
         992	2019-06-10 03:00:16	102	2	1	0
         992	2019-06-10 03:00:17	102	2	1	0
         992	2019-06-10 03:25:49	102	3	1	0
         992	2019-06-10 03:25:51	102	3	1	0
         927	2019-06-10 03:29:45	102	3	1	0
         969	2019-06-10 03:30:29	102	2	1	0
         969	2019-06-10 03:59:36	102	3	1	0
         945	2019-06-10 04:00:13	102	2	1	0
         945	2019-06-10 04:28:27	102	3	1	0
         973	2019-06-10 05:49:02	102	0	1	0
         974	2019-06-10 05:49:06	102	0	1	0
         923	2019-06-10 05:49:08	102	0	1	0
         949	2019-06-10 05:49:10	102	0	1	0
         948	2019-06-10 05:49:13	102	0	1	0
         975	2019-06-10 05:49:15	102	0	1	0
         976	2019-06-10 05:49:18	102	0	1	0
         931	2019-06-10 05:49:23	102	0	1	0
         957	2019-06-10 05:49:27	102	0	1	0
         962	2019-06-10 05:49:30	102	0	1	0
         950	2019-06-10 05:49:35	102	0	1	0
         960	2019-06-10 05:49:52	102	0	1	0
         955	2019-06-10 06:00:02	102	1	1	0
         968	2019-06-10 06:00:06	102	1	1	0
         968	2019-06-10 06:00:07	102	1	1	0
         946	2019-06-10 06:00:09	102	1	1	0
         946	2019-06-10 06:00:11	102	1	1	0
         946	2019-06-10 06:00:12	102	1	1	0
         966	2019-06-10 06:00:17	102	1	1	0
         966	2019-06-10 06:00:19	102	1	1	0
         943	2019-06-10 06:00:25	102	1	1	0
         943	2019-06-10 06:00:29	102	1	1	0
         980	2019-06-10 06:00:32	102	1	1	0
         980	2019-06-10 06:00:34	102	1	1	0
         928	2019-06-10 06:00:40	102	1	1	0
         986	2019-06-10 06:00:47	102	1	1	0
         982	2019-06-10 06:00:51	102	1	1	0
         982	2019-06-10 06:00:52	102	1	1	0
         982	2019-06-10 06:00:53	102	1	1	0
         984	2019-06-10 06:00:56	102	1	1	0
         985	2019-06-10 06:01:02	102	1	1	0
         985	2019-06-10 06:01:03	102	1	1	0
         992	2019-06-10 06:01:06	102	1	1	0
         992	2019-06-10 06:01:08	102	1	1	0
         983	2019-06-10 06:01:11	102	1	1	0
         983	2019-06-10 06:01:12	102	1	1	0
         981	2019-06-10 06:01:16	102	1	1	0
         981	2019-06-10 06:01:17	102	1	1	0
         927	2019-06-10 06:19:42	102	1	1	0
         935	2019-06-10 06:49:05	102	0	1	0
         945	2019-06-10 07:00:02	102	1	1	0
         969	2019-06-10 07:00:07	102	1	1	0
         960	2019-06-10 09:00:03	102	2	1	0
         960	2019-06-10 09:00:06	102	2	1	0
         960	2019-06-10 09:00:07	102	2	1	0
         973	2019-06-10 09:00:13	102	2	1	0
         957	2019-06-10 09:00:18	102	2	1	0
         960	2019-06-10 09:23:48	102	3	1	0
         960	2019-06-10 09:23:49	102	3	1	0
         973	2019-06-10 09:23:57	102	3	1	0
         957	2019-06-10 09:25:22	102	3	1	0
         970	2019-06-10 09:26:30	102	0	1	0
         971	2019-06-10 09:26:35	102	0	1	0
         950	2019-06-10 09:30:02	102	2	1	0
         908	2019-06-10 09:54:54	102	0	1	0
         950	2019-06-10 09:55:00	102	3	1	0
         949	2019-06-10 10:00:02	102	2	1	0
         923	2019-06-10 10:00:20	102	2	1	0
         976	2019-06-10 10:00:32	102	2	1	0
         976	2019-06-10 10:00:34	102	2	1	0
         976	2019-06-10 10:24:11	102	3	1	0
         976	2019-06-10 10:24:12	102	3	1	0
         923	2019-06-10 10:24:22	102	3	1	0
         949	2019-06-10 10:25:04	102	3	1	0
         948	2019-06-10 10:30:06	102	2	1	0
         931	2019-06-10 10:32:01	102	2	1	0
         948	2019-06-10 10:53:25	102	3	1	0
         931	2019-06-10 10:53:50	102	3	1	0
         974	2019-06-10 11:00:02	102	2	1	0
         974	2019-06-10 11:22:45	102	3	1	0
         975	2019-06-10 11:30:02	102	2	1	0
         962	2019-06-10 11:30:05	102	2	1	0
         962	2019-06-10 11:52:02	102	3	1	0
         975	2019-06-10 11:53:35	102	3	1	0
         994	2019-06-10 12:28:19	102	0	1	0
         935	2019-06-10 12:30:23	102	2	1	0
         997	2019-06-10 12:37:56	102	0	1	0
         935	2019-06-10 12:52:33	102	3	1	0
         989	2019-06-10 13:49:04	102	0	1	0
         964	2019-06-10 13:49:08	102	0	1	0
         941	2019-06-10 13:49:13	102	0	1	0
         620	2019-06-10 13:49:18	102	0	1	0
         937	2019-06-10 13:49:21	102	0	1	0
         952	2019-06-10 13:49:25	102	0	1	0
         954	2019-06-10 13:49:27	102	0	1	0
         938	2019-06-10 13:49:30	102	0	1	0
         978	2019-06-10 13:49:38	102	0	1	0
         977	2019-06-10 13:49:42	102	0	1	0
         916	2019-06-10 13:49:47	102	0	1	0
         979	2019-06-10 13:50:54	102	0	1	0
         965	2019-06-10 13:53:21	102	0	1	0
         915	2019-06-10 13:58:51	102	0	1	0
         950	2019-06-10 14:00:04	102	1	1	0
         949	2019-06-10 14:00:08	102	1	1	0
         957	2019-06-10 14:00:14	102	1	1	0
         960	2019-06-10 14:00:18	102	1	1	0
         960	2019-06-10 14:00:20	102	1	1	0
         948	2019-06-10 14:00:24	102	1	1	0
         976	2019-06-10 14:00:30	102	1	1	0
         975	2019-06-10 14:00:35	102	1	1	0
         974	2019-06-10 14:00:40	102	1	1	0
         931	2019-06-10 14:00:44	102	1	1	0
         962	2019-06-10 14:00:52	102	1	1	0
         973	2019-06-10 14:00:57	102	1	1	0
         907	2019-06-10 14:01:24	102	0	1	0
         923	2019-06-10 14:04:55	102	1	1	0
         622	2019-06-10 14:55:45	102	0	1	0
         935	2019-06-10 15:05:25	102	1	1	0
         995	2019-06-10 16:00:05	102	0	1	0
