         985	2019-07-01 00:30:03	102	2	1	0
         985	2019-07-01 00:30:05	102	2	1	0
         984	2019-07-01 00:30:07	102	2	1	0
         983	2019-07-01 00:30:11	102	2	1	0
         983	2019-07-01 00:30:12	102	2	1	0
         983	2019-07-01 00:30:13	102	2	1	0
         983	2019-07-01 00:54:07	102	3	1	0
         983	2019-07-01 00:54:08	102	3	1	0
         985	2019-07-01 00:56:45	102	3	1	0
         985	2019-07-01 00:56:46	102	3	1	0
         984	2019-07-01 00:58:20	102	3	1	0
         968	2019-07-01 01:00:03	102	2	1	0
         968	2019-07-01 01:00:04	102	2	1	0
         982	2019-07-01 01:00:09	102	2	1	0
         982	2019-07-01 01:00:10	102	2	1	0
         968	2019-07-01 01:27:18	102	3	1	0
         968	2019-07-01 01:27:20	102	3	1	0
         982	2019-07-01 01:27:27	102	3	1	0
         982	2019-07-01 01:27:28	102	3	1	0
         928	2019-07-01 01:30:02	102	2	1	0
         928	2019-07-01 01:55:49	102	3	1	0
         980	2019-07-01 02:00:03	102	2	1	0
         980	2019-07-01 02:00:04	102	2	1	0
         986	2019-07-01 02:00:06	102	2	1	0
         986	2019-07-01 02:00:08	102	2	1	0
         980	2019-07-01 02:26:27	102	3	1	0
         980	2019-07-01 02:26:28	102	3	1	0
         986	2019-07-01 02:26:54	102	3	1	0
         955	2019-07-01 02:30:02	102	2	1	0
         981	2019-07-01 02:30:15	102	2	1	0
         966	2019-07-01 02:30:20	102	2	1	0
         966	2019-07-01 02:30:22	102	2	1	0
         946	2019-07-01 02:30:24	102	2	1	0
         946	2019-07-01 02:30:26	102	2	1	0
         955	2019-07-01 02:57:05	102	3	1	0
         966	2019-07-01 02:57:10	102	3	1	0
         966	2019-07-01 02:57:11	102	3	1	0
         981	2019-07-01 02:57:18	102	3	1	0
         946	2019-07-01 02:57:21	102	3	1	0
         946	2019-07-01 02:57:22	102	3	1	0
         992	2019-07-01 03:00:12	102	2	1	0
         992	2019-07-01 03:00:13	102	2	1	0
         905	2019-07-01 03:00:18	102	2	1	0
         992	2019-07-01 03:27:35	102	3	1	0
         992	2019-07-01 03:27:36	102	3	1	0
         905	2019-07-01 03:30:04	102	3	1	0
         969	2019-07-01 03:30:09	102	2	1	0
         969	2019-07-01 03:59:47	102	3	1	0
         945	2019-07-01 04:00:09	102	2	1	0
         945	2019-07-01 04:30:26	102	3	1	0
         974	2019-07-01 05:49:09	102	3	1	0
         974	2019-07-01 05:49:16	102	0	1	0
         923	2019-07-01 05:49:21	102	0	1	0
         975	2019-07-01 05:49:25	102	0	1	0
         976	2019-07-01 05:49:29	102	0	1	0
         948	2019-07-01 05:49:31	102	0	1	0
         949	2019-07-01 05:49:33	102	0	1	0
         973	2019-07-01 05:49:37	102	0	1	0
         931	2019-07-01 05:49:41	102	0	1	0
         962	2019-07-01 05:49:47	102	0	1	0
         950	2019-07-01 05:49:51	102	0	1	0
         996	2019-07-01 05:49:58	102	0	1	0
         957	2019-07-01 05:50:03	102	0	1	0
         923	2019-07-01 05:50:07	102	0	1	0
         960	2019-07-01 05:52:18	102	0	1	0
         968	2019-07-01 06:00:05	102	1	1	0
         968	2019-07-01 06:00:06	102	1	1	0
         955	2019-07-01 06:00:11	102	1	1	0
         966	2019-07-01 06:00:19	102	1	1	0
         966	2019-07-01 06:00:20	102	1	1	0
         983	2019-07-01 06:00:24	102	1	1	0
         983	2019-07-01 06:00:25	102	1	1	0
         946	2019-07-01 06:00:28	102	1	1	0
         946	2019-07-01 06:00:29	102	1	1	0
         992	2019-07-01 06:00:37	102	1	1	0
         992	2019-07-01 06:00:38	102	1	1	0
         982	2019-07-01 06:00:41	102	1	1	0
         982	2019-07-01 06:00:42	102	1	1	0
         981	2019-07-01 06:00:47	102	1	1	0
         985	2019-07-01 06:00:53	102	1	1	0
         985	2019-07-01 06:00:54	102	1	1	0
         984	2019-07-01 06:01:02	102	1	1	0
         986	2019-07-01 06:01:06	102	1	1	0
         980	2019-07-01 06:01:17	102	1	1	0
         980	2019-07-01 06:01:18	102	1	1	0
         908	2019-07-01 06:34:54	102	0	1	0
         935	2019-07-01 06:49:04	102	0	1	0
         916	2019-07-01 06:49:10	102	0	1	0
         965	2019-07-01 06:49:18	102	0	1	0
         926	2019-07-01 06:52:31	102	0	1	0
         906	2019-07-01 06:56:45	102	0	1	0
         911	2019-07-01 06:59:24	102	0	1	0
         945	2019-07-01 07:00:04	102	1	1	0
         969	2019-07-01 07:00:08	102	1	1	0
         973	2019-07-01 09:00:02	102	2	1	0
         957	2019-07-01 09:00:07	102	2	1	0
         960	2019-07-01 09:00:12	102	2	1	0
         916	2019-07-01 09:01:59	102	1	1	0
         906	2019-07-01 09:19:29	102	1	1	0
         911	2019-07-01 09:21:22	102	1	1	0
         928	2019-07-01 09:21:26	102	1	1	0
         905	2019-07-01 09:22:12	102	1	1	0
         960	2019-07-01 09:24:16	102	3	1	0
         973	2019-07-01 09:24:39	102	3	1	0
         957	2019-07-01 09:25:46	102	3	1	0
         950	2019-07-01 09:30:01	102	2	1	0
         971	2019-07-01 09:45:27	102	0	1	0
         950	2019-07-01 09:55:03	102	3	1	0
         949	2019-07-01 10:00:11	102	2	1	0
         949	2019-07-01 10:00:14	102	2	1	0
         976	2019-07-01 10:00:24	102	2	1	0
         976	2019-07-01 10:00:26	102	2	1	0
         923	2019-07-01 10:00:32	102	2	1	0
         965	2019-07-01 10:01:57	102	1	1	0
         949	2019-07-01 10:24:47	102	3	1	0
         923	2019-07-01 10:25:08	102	3	1	0
         976	2019-07-01 10:25:13	102	3	1	0
         948	2019-07-01 10:30:29	102	2	1	0
         931	2019-07-01 10:30:52	102	2	1	0
         970	2019-07-01 10:47:58	102	0	1	0
         931	2019-07-01 10:53:05	102	3	1	0
         948	2019-07-01 10:53:40	102	3	1	0
         926	2019-07-01 11:00:18	102	2	1	0
         974	2019-07-01 11:00:24	102	2	1	0
         997	2019-07-01 11:00:36	102	0	1	0
         974	2019-07-01 11:21:48	102	3	1	0
         926	2019-07-01 11:27:31	102	3	1	0
         975	2019-07-01 11:30:02	102	2	1	0
         962	2019-07-01 11:30:31	102	2	1	0
         962	2019-07-01 11:52:56	102	3	1	0
         975	2019-07-01 11:53:11	102	3	1	0
         908	2019-07-01 12:05:34	102	1	1	0
         935	2019-07-01 12:30:36	102	2	1	0
         935	2019-07-01 12:50:52	102	3	1	0
